Key,Context,English,Deutsch,Français,中文,Español,Polski,Русский,日本,한국어
TUTORIAL_REMIND_EXPAND,,"Đừng quên <style=""tuto_highlight"">mở rộng</style> thành phố của bạn tới các địa điểm mới bằng cách nhấp vào hình lục giác rung có một số ở bên trái tên thành phố của bạn.
Mỗi mới *[!POPULATION:SG]* hoặc *[!ROBOTS:PL]* cho phép thành phố của bạn mở rộng đến địa điểm mới.","Vergiss nicht, deine Stadt zu einem neuen Standort zu expandieren, indem du auf das Sechseck mit einer Zahl links neben dem Namen deiner Stadt klickst. Jeder neue Punkt *[!POPULATION]* oder *[!ROBOTS:PL:N]* ermöglicht deiner Stadt, zu einem neuen Standort zu expandieren.","N’oubliez pas <style=""tuto_highlight"">d’étendre</style> votre ville vers un nouveau lieu en cliquant sur l’hexagone avec un chiffre à gauche du nom de votre ville. 
Chaque nouvel *[!POPULATION:SG]* ou [!ROBOTS] permet à votre ville de s’étendre vers un nouveau lieu.","不要忘了城市名称左边带数字的六边形格，只要点击那个正在闪烁的格子就能<style=""tuto_highlight"">扩张</style>到一个新地点。每个新的[!POPULATION]或*[!ROBOTS:PL]都使你能扩张到一个新的地点。","No olvides que, para expandirte a una nueva ubicación, tienes que hacer clic en el hexágono numerado que hay a la izquierda del nombre de tu ciudad. Cada nuevo indicador de *[!POPULATION]* o de *[!ROBOTS:PL]* te permitirá expandir la ciudad a una nueva ubicación.","Pamiętaj o rozbudowie na nowe pole. Aby to zrobić, kliknij znajdujący się po lewej stronie nazwy miasta sześciokąt z cyfrą. Każdy nowy punkt *[!POPULATION:SG:G]* lub *[!ROBOTS:PL:G]* umożliwia rozbudowę miasta na nowe pole.","Не забудьте <style=""tuto_highlight"">расширить</style> ваш город в новую область, щелкнув по шестиугольному значку с номером слева от названия города. Каждая новая ед. *[!POPULATION]* или *[!ROBOTS:PL]* позволяет вашему городу занять еще одну область.","都市の名前の左側にある、番号入りの脈動する六角形をクリックし、新たなロケーションへ都市を<style=""tuto_highlight"">拡張</style>しましょう。
新しく *[!POPULATION]* または *[!ROBOTS:PL]* が増えるたびに、新たなロケーションへ都市を展開できます。","도시 이름 왼쪽에서 반짝이는, 숫자가 적힌 6각형을 클릭하여 도시를 새로운 장소로 <style=""tuto_highlight"">확장</style>하는 것을 잊지 마세요. 
새로운 *[!POPULATION]* 또는 *[!ROBOTS:PL]*이(가) 각각 도시를 새로운 장소로 확장할 수 있게 해줍니다."
CHALLENGE_SAVE_NAME,0 and 1: numbers (week number and year),"Thử thách, tuần {0}, {1}","Herausforderung, Woche {0}, {1}","Défi, semaine {0}, {1}",挑战，{1}年第{0}周,"Desafío, semana {0}, año {1}","Wyzwanie, tydzień {0}, rok {1}","Испытание, {1} год, неделя {0}",チャレンジ、{1}年、第{0}週,도전 {1}년 {0}주
COMPENDIUM_EVENTS,,Sự kiện,Ereignisse,Évènements,事件,Eventos,Wydarzenia,События,イベント,이벤트
COMPENDIUM_TECHS,,Công Nghệ,Technologien,Technologies,技术,Tecnologías,Technologie,Технологии,テクノロジー,기술
LANDMARK_UPGRADE_TOOLTIP,,Cột mốc này có thể được nâng cấp. Nhấp để xem các tùy chọn nâng cấp.,"Dieser Ort kann aufgewertet werden. Klicke ihn an, um die möglichen Aufwertungen zu sehen.",Ce site historique peut être amélioré. Cliquez pour voir les options disponibles.,这个地标可以升级。点击查看升级的选项。,Este lugar de interés se puede mejorar. Haz clic para ver las opciones de mejora.,"Ten obiekt można ulepszyć. Kliknij, aby wyświetlić dostępne ulepszenia.","Эту достопримечательность можно улучшить. Щелкните, чтобы увидеть варианты улучшения.",ランドマークをアップグレードできます。クリックするとアップグレードオプションが表示されます。,이 랜드마크를 업그레이드할 수 있습니다. 클릭하여 업그레이드 옵션을 확인하세요.
LANDMARK_UPGRADE_TOOLTIP_GAMEPAD,,Cột mốc này có thể được nâng cấp. Chọn nó để xem các tùy chọn nâng cấp.,"Dieser Ort kann aufgewertet werden. Wähle ihn aus, um die möglichen Aufwertungen zu sehen.",Ce site historique peut être amélioré. Sélectionnez-le pour voir les options disponibles.,这个地标可以升级。选中它查看升级的选项。,Este lugar de interés se puede mejorar. Selecciónalo para ver las opciones de mejora.,"Ten obiekt można ulepszyć. Zaznacz go, aby wyświetlić dostępne ulepszenia.","Эту достопримечательность можно улучшить. Выберите, чтобы увидеть варианты улучшения.",ランドマークをアップグレードできます。選択してアップグレードオプションを確認しましょう。,이 랜드마크를 업그레이드할 수 있습니다. 선택하여 업그레이드 옵션을 확인하세요.
TRADE_PANEL_TOOLTIP,,Mở bảng thương mại,Handelsfenster öffnen,Ouvrir l’écran de commerce,打开贸易面板,Abrir el panel de comercio,Otwórz okno handlu,Открыть панель торговли,交易パネルを開く,교역 패널 열기
AVAILABLE_EXPLORE_TOOLTIP,,Bạn vẫn có thể thực hiện thao tác khám phá.,Du kannst noch eine Erkundungsaktion ausführen.,Une action d’exploration est toujours disponible.,你还能执行一次探索动作。,Aún puedes llevar a cabo una acción de exploración.,Możesz jeszcze wykonać akcję eksploracji.,У вас еще осталась возможность исследования.,まだ調査を実施できます。,계속 탐험 활동을 수행할 수 있습니다.
BUILD_ALL_DIKES_BUTTON,0: number,"Đắp đê & xác nhận ngập
{0} [!TITANIUM]","Deiche bauen & Überflutung bestätigen
{0} [!TITANIUM:N] ","Construire des digues & accepter l’inondation
{0} [!TITANIUM] ","建造堤坝并确认洪水情况
{0} [!TITANIUM] ","Construir diques y confirmar inundación
{0} de [!TITANIUM] ","Zbuduj wały i potwierdź zalanie terenów
{0} j. [!TITANIUM:G] ","Построить дамбы и подтвердить затопление
{0} ед.[!TITANIUM] ","堤防を建設し、洪水を起こす
{0} [!TITANIUM] ","제방 건설 및 홍수 확인
{0} [!TITANIUM] "
BUILD_ALL_DIKES_TOOTLTIP,,Xây dựng đê trên tất cả các địa điểm nếu không sẽ bị ngập.,"Baue Deiche an allen Standorten, die andernfalls überflutet werden.",Construire des digues sur tous les lieux risquant d’être submergés.,在所有可能被淹没的地方建造堤坝。,"Construye diques en todas las ubicaciones que, de lo contrario, podrían inundarse.",Budowa wałów na wszystkich terenach zalewowych.,"Построить дамбы во всех областях, которые иначе будут затоплены.",冠水しそうなロケーションすべてに堤防を建設します。,물에 잠길 것이 예상되는 모든 위치에 제방을 건설합니다.
TUTORIAL_SPECIAL_EXPLO_TOOLTIP,0 and 1: numbers,"Khám phá địa điểm này với nhà lãnh đạo của bạn sẽ tốn {0} [!POWER], bởi vì Là nó {1} khoảng cách từ thành phố gần nhất của bạn.","Die Erkundung dieses Standorts mit deinem Anführer kostet {0} [!POWER], da er in {1} Entfernung von deiner nächstgelegenen Stadt liegt.","Explorer ce lieu avec votre dirigeant coûtera {0} [!POWER], puisqu’il se trouve à une distance de {1} de la ville la plus proche.",用你的领袖探索这个地点将花费{0}[!POWER]，因为它离你最近城市的距离为{1}.,"Explorar esta ubicación con tu líder tiene un coste de {0} de [!POWER], ya que se encuentra a {1} unidades de distancia de la ciudad más cercana.","Odkrycie tego pola przez przywódcę będzie kosztowało {0} p. [!POWER:G], ponieważ leży w odległości {1} pól od najbliższego miasta.","На исследование этой области ваш лидер затратит {0} ед. [!POWER],так как она находится на расстоянии {1} от вашего ближайшего города.",直近の都市からの距離が{1}あるので、リーダーがこのロケーションを調査すると{0}の[!POWER]コストがかかります。,"이 위치는 가장 가까운 도시로부터 {1}의 거리가 떨어져 있기 때문에, 지도자의 기술을 이용하여 탐사할 때 {0} [!POWER]을 소모합니다."
TUTORIAL_CITY_VS_REGION_TOOLTIP,,"Bạn vừa nghiên cứu tòa nhà phải được xây dựng trên <sprite name=""Landmarks Icon""> <style=""tuto_highlight"">địa điểm hành tinh</style> thay vì bên trong thành phố của bạn. Bạn có thể thấy sự khác biệt bằng màu sắc của dự án: dự án màu xanh có nghĩa là tòa nhà phải được xây dựng bên trong [!CITY:SG], dự án màu đỏ có nghĩa là tòa nhà phải được xây dựng trên <sprite name=""Landmarks Icon""> địa điểm hành tinh.","Du hast gerade ein Gebäude erforscht, das an einem <sprite name=""Landmarks Icon""> <style=""tuto_highlight"">Planetenstandort</style> statt in deiner Stadt gebaut werden muss. Du siehst den Unterschied an der Farbe des Projekts: Ein blaues Projekt bedeutet, das Gebäude muss in einer [!CITY:SG:N] errichtet werden, während ein rotes Projekt bedeutet, das Gebäude muss an einem <sprite name=""Landmarks Icon""> Planetenstandort gebaut werden.","Vous venez d’étudier un bâtiment qui doit être construit sur un <sprite name=""Landmarks Icon""> <style=""tuto_highlight"">lieu planétaire</style> plutôt que dans une ville. La couleur du projet permet de les différencier : un projet bleu doit être construit dans une [!CITY:SG], tandis qu’un projet rouge doit être construit sur un <sprite name=""Landmarks Icon"">lieu planétaire.","你刚刚研究了一个新建筑,它只能被建在<sprite name=""Landmarks Icon""> <style=""tuto_highlight"">星球地点</style>上,而不能建在城内。你能通过颜色区分这两种不同的项目，蓝色的项目必须被建在[!CITY]内，红色的项目必须被建在<sprite name=""Landmarks Icon"">星球地点上。","Acabas de finalizar la investigación de una estructura que debe construirse en una <style=""tuto_highlight"">ubicación planetaria</style> <sprite name=""Landmarks Icon"">, en vez de en el interior de tu ciudad. El color del proyecto te indica la diferencia: los proyectos azules se deben construir dentro de una [!CITY], y los proyectos rojos indican que la estructura se debe construir en una ubicación planetaria <sprite name=""Landmarks Icon"">.","Odkryty w wyniku badań budynek musi być wzniesiony <style=""tuto_highlight"">na powierzchni planety</style> <sprite name=""Landmarks Icon"">, a nie w granicach miasta. Projekty tego typu mają inny kolor. Niebieskim oznaczone są budynki miejskie, a czerwonym obiekty <sprite name=""Landmarks Icon"">, które trzeba zbudować gdzieś na planecie.","Вы изучили здание, которое нужно построить не в одном из ваших городов, а в одной из <sprite name=""Landmarks Icon""> <style=""tuto_highlight"">областей планеты</style>. Разные типы зданий  отличаются цветом: синяя постройка означает, что она предназначена для размещения в [!CITY], a красная – что ее необходимо разместить в одной из <sprite name=""Landmarks Icon""> областей планеты.","都市内ではなく、<sprite name=""Landmarks Icon""> <style=""tuto_highlight"">惑星ロケーション</style>だけに建設できる施設の研究を終えました。施設の種類はプロジェクトの色で見分けることができます。青色の場合、その施設は[!CITY]内にしか建設できません。赤色の場合、その施設は<sprite name=""Landmarks Icon"">惑星ロケーションにしか建設できません。","도시 내부가 아닌 <sprite name=""Landmarks Icon""> <style=""tuto_highlight"">행성 위치</style>에 건설해야 하는 건물을 연구했습니다. 이러한 차이점은 프로젝트 색상으로 구분할 수 있습니다. 파란색 프로젝트는 해당 건물을 [!CITY] 안에 건설해야 한다는 의미이며, 빨간색 프로젝트는 해당 건물을 <sprite name=""Landmarks Icon""> 행성 위치에 건설해야 한다는 의미입니다."
NAV_ACTION_FOCUS_PROJECT_CARDS,Action prompt text next to an icon of a button to press. In this case the button will focus the project cards of the player at the bottom of the screen ,Chọn dự án,Wähle ein Projekt,Sélectionnez un projet,选择一个项目,Selecciona un proyecto,Wybierz projekt,Выберите технологию,プロジェクトを選んでください,프로젝트 선택
NAV_ACTION_FOCUS_LEFT_SIDEBAR,Action prompt text next to an icon of a button to press. In this case the button will focus the UI elements on the left side of the screen,Chọn bên trái,Wähle die linke Seite,Sélectionnez le côté gauche,选择左侧,Selecciona el lado izquierdo,Wybierz lewą stronę,Выберите левую сторону,左側を選んでください,왼쪽 선택
NAV_ACTION_FOCUS_RIGHT_SIDEBAR,Action prompt text next to an icon of a button to press. In this case the button will focus the UI elements on the right side of the screen,Chọn bên phải,Wähle die rechte Seite,Sélectionnez le côté droit,选择右侧,Selecciona el lado derecho,Wybierz prawą stronę,Выберите правую сторону,右側を選んでください,오른쪽 선택
GENERIC_MOREACTIONS,0: a number,Có {0} thêm hành động có sẵn.,Es ist noch {0} Aktion verfügbar.,Il vous reste {0} action disponible.,还能执行{0}次动作。,Hay {0} acción más disponible.,Można jeszcze użyć {0} akcji.,Вам доступны еще действия: {0}.,残り回数：{0}回,이용할 수 있는 활동이 {0}개 더 있습니다.
GENERIC_MOREACTIONS_PL,0: a number,Có {0} nhiều hành động có sẵn.,Es sind noch {0} Aktionen verfügbar.,Il vous reste {0} actions disponibles.,还能执行{0}次动作。,Hay {0} acciones más disponibles.,Można jeszcze użyć {0} akcji.,Вам доступны еще действия: {0}.,残り回数：{0}回,이용할 수 있는 활동이 {0}개 더 있습니다.
CANNOT_RELOCATE_DAMAGE_TOOLTIP,,Thành phố này không thể được di dời cho đến khi bạn sửa chữa hoặc phá hủy các công trình bị hư hại.,"Diese Stadt kann nicht umgesiedelt werden, solange du die beschädigten Gebäude nicht repariert oder zerstört hast.",Cette ville ne peut pas être déplacée tant que vous n’avez pas réparé ou démoli les bâtiments endommagés.,只有在修复或拆除所有受损的建筑后，城市才能进行搬迁。,Esta ciudad no se puede reubicar hasta que hayas reparado o demolido las estructuras dañadas.,Tego miasta nie można przenieść do czasu naprawienia lub wyburzenia uszkodzonych budynków.,"Этот город невозможно переместить, пока вы не почините или не снесете поврежденные здания.",この都市を移動させるには、壊れた建物を修繕または解体してください。,손상된 건물을 수리하거나 철거하기 전까진 이 도시를 이전할 수 없습니다.
CANNOT_RELOCATE_MIGRATING_TOOLTIP,,Thành phố này vẫn chưa di dời xong.,Diese Stadt ist noch nicht fertig umgesiedelt.,Le transfert de cette ville est en toujours cours.,这座城市仍未完成搬迁。,Aún no ha terminado el proceso de reubicación de esta ciudad.,To miasto jeszcze nie zostało w pełni przeniesione.,Перемещение этого города еще не завершено.,この都市の移動は未完了です。,이 도시는 아직 이전이 완료되지 않았습니다.
RESET_PROFILE_TITLE,,Đặt lại hồ sơ & Tiến độ,Profil & Fortschritt zurücksetzen,Effacer profil et progrès,重置游戏配置及进度,Reiniciar perfil y progresos,Zresetuj profil i postępy,Удалить данные профиля и прогресс,プロフィール＆進行度をリセット,프로필 및 진행 상황 초기화
RESET_PROFILE_TEXT,,Bạn có chắc chắn muốn xóa tiến trình của mình không? Trò chơi sẽ được đặt lại về trạng thái giống như đối với người chơi mới. <color=#FF4F4D>Điều này không thể được hoàn tác.</color>,"Bist du dir sicher, dass du deinen Fortschritt wirklich löschen möchtest? Das Spiel wird auf den gleichen Status wie von neuen Spielern zurückgesetzt. <color=#FF4F4D>Dieser Vorgang kann nicht rückgängig gemacht werden.</color>",Êtes-vous certain(e) de vouloir supprimer votre progrès ? Le jeu sera entièrement réinitialisé à zéro. <color=#FF4F4D>Cette action est irréversible.</color>,你确定要删除进度吗？游戏将恢复第一次打开时的状态。<color=#FF4F4D>注意，此操作不可逆。</color>,¿Seguro que quieres borrar tus progresos? La partida volverá al mismo estado que si la empezaras por primera vez. <color=#FF4F4D>Esta acción no se puede deshacer.</color>,Chcesz usunąć bieżące postępy? Gra wróci do stanu jak po świeżej instalacji. <color=#FF4F4D>Akcji tej nie można cofnąć.</color>,"Вы уверены, что хотите удалить свой прогресс? Игра вернется к самому началу, как будто вы новый игрок. <color=#FF4F4D>Данное действие нельзя отменить.</color>",本当に進行度を削除しますか？ 新規プレイを始めるときと同様の状態までリセットされます。<color=#FF4F4D>この操作は取り消せません。</color>,정말 진행 상황을 삭제하시겠습니까? 처음 게임을 플레이하는 것과 같은 상태로 돌아갑니다. <color=#FF4F4D>취소할 수 없습니다.</color>
RESET_PROFILE_CONFIRM,,Tôi chắc chắn,Ich bin mir sicher,Allons-y,我确定,Adelante,Potwierdzam,"Да, конечно",OK,알고 있습니다
RESET_PROFILE_BUTTON,,Đặt lại tiến độ,Fortschritt zurücksetzen,Effacer progrès,重置进度,Reiniciar progresos,Usuń postępy,Удалить прогресс,進行度をリセット,진행 상황 초기화
RESET_PROFILE_WARNING,,"<color=#FDB503>Đặt lại hồ sơ & Tiến độ. Thận trọng! Tất cả danh hiệu của bạn, kết quả kịch bản, cấp độ thành thạo và nội dung đã mở khóa sẽ bị xóa. Điều này không thể được hoàn tác.</color>","<color=#FDB503>Profil & Fortschritt zurücksetzen. Achtung! Alle Trophäen, Ergebnisse von Szenarien, Fähigkeitsstufen und freigeschalteten Inhalte werden gelöscht. Dieser Vorgang kann nicht rückgängig gemacht werden.</color>","<color=#FDB503>Effacer le profil et les progrès. Attention ! Tous vos trophées, vos scores, vos niveaux de maîtrise et le contenu débloqué seront supprimés. Cette action est irréversible.</color>",<color=#FDB503>重置游戏配置及进度。注意！所有奖杯、场景结果、精通等级和解锁的内容都会被删除。此操作不可逆。</color>,"<color=#FDB503>Reiniciar perfil y progresos. ¡Atención! Todos los trofeos, resultados de los escenarios, niveles de excelencia y contenido desbloqueado se eliminarán. Esta acción no se puede deshacer.</color>","<color=#FDB503>Resetuje profil i postępy. Uwaga! Usunięte zostaną wszystkie trofea, wyniki scenariuszy, poziomy mistrzowskie oraz odblokowane elementy. Akcji tej nie można cofnąć.</color>","<color=#FDB503>Удалить данные профиля и прогресс. Осторожно! Все ваши призы, итоги сценариев, уровни мастерства и доступные материалы будут удалены. Данное действие нельзя отменить.</color>",<color=#FDB503>プロフィール＆進行度をリセットします。注意！ トロフィー、ストーリーの展開、熟練度、アンロックされたコンテンツはすべて削除されます。この操作は取り消せません。</color>,"<color=#FDB503>프로필 및 진행 상황을 초기화합니다. 주의하세요! 트로피, 시나리오 결과, 숙련도 레벨, 잠금 해제된 콘텐츠가 모두 삭제됩니다. 취소할 수 없습니다.</color>"
